sweep_id,series,direction,encoder_deg,temperature_sensor_k,field_sensor_t,rho_xx_uohm_cm
A14,angle,down,67.91893321,1.81358433,13.95049065,28.32459981
A14,angle,down,67.91525810,1.81549942,13.93429998,28.30197838
A14,angle,down,67.92146919,1.81523997,13.91985801,28.27037581
A14,angle,down,67.91762457,1.81464249,13.90371142,28.23500374
A14,angle,down,67.92158300,1.81483672,13.88804750,28.19656484
A14,angle,down,67.92279020,1.81530285,13.87295820,28.15407472
A14,angle,down,67.91729674,1.81586366,13.85736579,28.11109616
A14,angle,down,67.91869573,1.81538907,13.84215870,28.07386374
A14,angle,down,67.91660907,1.81496144,13.82648781,28.03664526
A14,angle,down,67.92793313,1.81438012,13.81166499,28.00630717
A14,angle,down,67.91773865,1.81562623,13.79630192,27.97493466
A14,angle,down,67.92180335,1.81546306,13.78010626,27.94915351
A14,angle,down,67.91829732,1.81541549,13.76481623,27.92422386
A14,angle,down,67.92518350,1.81470946,13.74916881,27.90424677
A14,angle,down,67.91993909,1.81612452,13.73486076,27.88327097
A14,angle,down,67.91863128,1.81493133,13.71938267,27.86895675
A14,angle,down,67.91942024,1.81533308,13.70447966,27.85560090
A14,angle,down,67.92515283,1.81561618,13.68793594,27.84058366
A14,angle,down,67.92569623,1.81466893,13.67300330,27.82506445
A14,angle,down,67.92217700,1.81559161,13.65797580,27.80276304
A14,angle,down,67.91953179,1.81426546,13.64218846,27.77750710
A14,angle,down,67.92314185,1.81496823,13.62701817,27.74386331
A14,angle,down,67.91620656,1.81526794,13.61063810,
A14,angle,down,67.91925095,1.81503083,13.59569400,27.66360835
A14,angle,down,67.92440810,1.81545182,13.58065143,27.62317755
A14,angle,down,67.91629407,1.81600916,13.56521948,27.58605225
A14,angle,down,67.91815106,1.81504775,13.54984464,27.54888525
A14,angle,down,67.92064523,1.81580294,13.53472061,27.51731207
A14,angle,down,67.91840140,1.81526046,13.51871114,27.49287104
A14,angle,down,67.92414501,1.81442247,13.50308080,27.46310102
A14,angle,down,67.92124131,1.81526971,13.48815262,27.44353886
A14,angle,down,67.92157741,1.81379223,13.47357933,27.42260789
A14,angle,down,67.91509246,1.81535872,13.45754586,27.40556903
A14,angle,down,67.92210735,1.81501065,13.44238626,27.39270590
A14,angle,down,67.92654262,1.81493565,13.42677122,27.38235884
A14,angle,down,67.92361836,1.81561498,13.41128632,27.37015020
A14,angle,down,67.92135610,1.81477755,13.39545450,27.35111559
A14,angle,down,67.92430859,1.81518625,13.38054163,27.32845638
A14,angle,down,67.91290306,1.81568513,13.36508422,27.29711297
A14,angle,down,67.92157006,1.81538347,13.34956925,27.26003639
A14,angle,down,67.92042312,1.81518054,13.33368871,27.22100034
A14,angle,down,67.92062415,1.81456626,13.31967404,27.17998669
A14,angle,down,67.91496876,1.81514630,13.30358100,27.14189466
A14,angle,down,67.92084138,1.81448144,13.28836707,27.10774572
A14,angle,down,67.92059585,1.81532263,13.27283035,27.07815447
A14,angle,down,67.91886530,1.81591807,13.25728625,27.05070003
A14,angle,down,67.92558172,1.81515349,13.24129357,27.02767249
A14,angle,down,67.92006726,1.81599943,13.22666547,27.00443129
A14,angle,down,67.92074766,1.81537516,13.21174216,26.98681072
A14,angle,down,67.92248025,1.81465956,13.19588618,26.97102676
A14,angle,down,67.92423392,1.81515485,13.18004082,26.96119607
A14,angle,down,67.92006605,1.81536918,13.16480743,26.94743133
A14,angle,down,67.91907718,1.81519320,13.14906161,26.93677526
A14,angle,down,67.92782902,1.81525146,13.13537727,26.92100618
A14,angle,down,67.91547402,1.81504857,13.11818079,26.89589491
A14,angle,down,67.92118054,1.81562630,13.10277342,26.86422190
A14,angle,down,67.91688576,1.81504674,13.08786866,26.82769691
A14,angle,down,67.92571819,1.81466504,13.07239321,26.78706013
A14,angle,down,67.92208918,1.81499500,13.05713329,26.74886722
A14,angle,down,67.91819108,1.81520766,13.04164223,26.71362088
A14,angle,down,67.91484460,1.81499300,13.02650346,26.68088545
A14,angle,down,67.92005009,1.81563691,13.01127978,26.65546373
A14,angle,down,67.91389262,1.81531623,12.99640601,26.63009334
A14,angle,down,67.91801185,1.81499733,12.97983062,26.61009550
A14,angle,down,67.92618129,1.81467465,12.96461510,26.59081399
A14,angle,down,67.92291894,1.81603947,12.94923716,26.57514644
A14,angle,down,67.91890904,1.81537766,12.93365689,26.55970107
A14,angle,down,67.92341705,1.81535638,12.91854022,26.55317400
A14,angle,down,67.92059046,1.81534526,12.90356667,26.54441878
A14,angle,down,67.91786543,1.81486916,12.88838618,26.52931566
A14,angle,down,67.92140023,1.81477100,12.87246358,26.50475055
A14,angle,down,67.92160592,1.81494363,12.85712848,26.47538307
A14,angle,down,67.92545705,1.81500768,12.84269677,26.44098813
A14,angle,down,67.91802898,1.81601799,12.82690188,26.39907274
A14,angle,down,67.91964133,1.81548369,12.81124810,26.36139547
A14,angle,down,67.92023767,1.81565302,12.79535724,26.32612198
A14,angle,down,67.91984383,1.81529424,12.78020029,26.29794194
A14,angle,down,67.92173514,1.81542777,12.76351889,26.27276604
A14,angle,down,67.92174524,1.81605700,12.74979903,26.25061109
A14,angle,down,67.92046865,1.81539373,12.73382389,26.22921326
A14,angle,down,67.92420969,1.81600234,12.71853859,26.21120612
A14,angle,down,67.91441319,1.81531073,12.70405225,26.19898071
A14,angle,down,67.91792008,1.81439540,12.68784754,26.19020395
A14,angle,down,67.91815896,1.81575654,12.67276657,26.18125031
A14,angle,down,67.92270985,1.81610444,12.65656286,26.16905308
A14,angle,down,67.92119701,1.81506450,12.64190017,26.15458635
A14,angle,down,67.91906530,1.81579765,12.62651296,26.12914398
A14,angle,down,67.91831258,1.81493328,12.61095240,26.09394673
A14,angle,down,67.92344325,1.81547019,12.59526331,26.05818979
A14,angle,down,67.92036953,1.81512576,12.57972324,26.01900021
A14,angle,down,67.91547083,1.81521996,12.56467465,25.98359580
A14,angle,down,67.92306307,1.81529668,12.54946840,25.95240869
A14,angle,down,67.91844423,1.81498344,12.53448987,25.92495790
A14,angle,down,67.91991250,1.81513195,12.51840142,25.90255015
A14,angle,down,67.91930926,1.81415281,12.50246138,25.88454803
A14,angle,down,67.92183111,1.81567653,12.48714095,25.86730603
A14,angle,down,67.92515463,1.81479509,12.47228861,25.85646905
A14,angle,down,67.91848626,1.81578259,12.45713916,25.84629923
A14,angle,down,67.91845428,1.81574734,12.44064812,25.83921496
A14,angle,down,67.91978678,1.81455626,12.42641414,25.82705751
A14,angle,down,67.92338249,1.81502585,12.41060430,25.81276638
A14,angle,down,67.92703851,1.81479900,12.39495903,25.78772832
A14,angle,down,67.92405892,1.81545942,12.38020864,25.75566679
A14,angle,down,67.92020569,1.81515126,12.36434071,25.71645014
A14,angle,down,67.91548520,1.81614471,12.34854518,25.67819887
A14,angle,down,67.92225909,1.81530948,12.33356918,25.64530959
A14,angle,down,67.91831800,1.81491339,12.31899457,25.61601378
A14,angle,down,67.91657003,1.81534317,12.30183463,25.59058485
A14,angle,down,67.91768218,1.81569588,12.28739364,25.57198317
A14,angle,down,67.91652075,1.81418950,12.27156611,25.55295599
A14,angle,down,67.91842902,1.81480250,12.25676251,25.54166730
A14,angle,down,67.91994056,1.81560481,12.24227572,25.52962206
A14,angle,down,67.92416327,1.81535529,12.22585067,25.52344338
A14,angle,down,67.92213471,1.81481630,12.21042877,25.51456198
A14,angle,down,67.91845939,1.81596310,12.19485501,25.50709734
A14,angle,down,67.92369881,1.81562282,12.17992587,25.48305389
A14,angle,down,67.91399939,1.81482490,12.16467828,25.45423885
A14,angle,down,67.92232836,1.81570539,12.14995932,25.41965758
A14,angle,down,67.92229944,1.81528205,12.13413369,25.37870659
A14,angle,down,67.91837826,1.81556605,12.11847692,25.34545375
A14,angle,down,67.91869173,1.81533544,12.10357519,25.31576704
A14,angle,down,67.92435791,1.81476585,12.08711927,25.29184357
A14,angle,down,67.92277950,1.81667195,12.07150545,25.27120820
A14,angle,down,67.91574365,1.81475186,12.05666015,25.25475509
A14,angle,down,67.91947697,1.81562606,12.04178952,25.24220153
A14,angle,down,67.92621549,1.81454069,12.02545688,25.23125086
A14,angle,down,67.92339601,1.81523202,12.01013267,25.22637201
A14,angle,down,67.92162405,1.81503882,11.99508433,25.21983888
A14,angle,down,67.92369166,1.81470721,11.98044908,25.20926573
A14,angle,down,67.91784650,1.81450835,11.96506469,25.18678867
A14,angle,down,67.92194404,1.81452901,11.94923420,25.15762773
A14,angle,down,67.91798572,1.81427012,11.93358440,25.12028250
A14,angle,down,67.91955600,1.81623493,11.91763931,25.08759698
A14,angle,down,67.92020210,1.81463122,11.90332799,25.05083565
A14,angle,down,67.92142755,1.81515459,11.88741327,25.02487716
A14,angle,down,67.91935091,1.81540416,11.87252664,25.00116594
A14,angle,down,67.92280274,1.81596456,11.85747920,24.98202357
A14,angle,down,67.91809972,1.81550884,11.84144678,24.96824892
A14,angle,down,67.91726183,1.81544740,11.82603386,24.96003202
A14,angle,down,67.91463797,1.81574651,11.81025915,24.95159345
A14,angle,down,67.92054698,1.81457171,11.79561809,24.94506886
A14,angle,down,67.91952083,1.81532069,11.78040573,24.93764082
A14,angle,down,67.92375011,1.81410274,11.76430956,24.92442069
A14,angle,down,67.91840161,1.81573322,11.74837338,24.89577922
A14,angle,down,67.92096722,1.81593607,11.73254759,24.86367461
A14,angle,down,67.92471882,1.81448625,11.71884677,24.82748850
A14,angle,down,67.91949719,1.81483878,11.70267813,24.79103409
A14,angle,down,67.92285288,1.81540031,11.68787843,24.76408627
A14,angle,down,67.92484138,1.81554889,11.67272040,24.74121937
A14,angle,down,67.92342981,1.81525244,11.65642934,24.72306154
A14,angle,down,67.91809761,1.81534441,11.64106341,24.70679203
A14,angle,down,67.92316276,1.81534346,11.62547871,24.69633436
A14,angle,down,67.92354183,1.81541750,11.61100174,24.69134687
A14,angle,down,67.91755264,1.81598964,11.59448738,24.68944102
A14,angle,down,67.91572905,1.81503227,11.57998266,24.68191192
A14,angle,down,67.91682608,1.81612094,11.56409438,24.66466370
A14,angle,down,67.92311959,1.81530598,11.54857386,24.63958443
A14,angle,down,67.92427412,1.81607913,11.53317584,24.60691576
A14,angle,down,67.91776086,1.81575111,11.51868298,24.57018654
A14,angle,down,67.91728139,1.81533141,11.50219125,24.53721040
A14,angle,down,67.92147857,1.81513982,11.48684891,24.51028954
A14,angle,down,67.91932023,1.81597979,11.47171504,24.48827909
A14,angle,down,67.92235915,1.81512600,11.45595448,24.47057136
A14,angle,down,67.92092098,1.81558742,11.44150907,24.45704835
A14,angle,down,67.92311352,1.81443583,11.42489310,24.45370164
A14,angle,down,67.92275096,1.81601293,11.40952865,24.44798144
A14,angle,down,67.91975599,1.81543689,11.39423835,24.44354667
A14,angle,down,67.91384233,1.81583491,11.37932149,24.43432668
A14,angle,down,67.91707026,1.81493225,11.36322092,24.41573645
A14,angle,down,67.91737507,1.81516261,11.34869238,24.38648575
A14,angle,down,67.91805813,1.81507561,11.33300058,24.34960550
A14,angle,down,67.92919752,1.81492310,11.31699899,24.31345801
A14,angle,down,67.92208202,1.81602264,11.30226086,24.28577342
A14,angle,down,67.91669916,1.81476844,11.28754366,24.26230819
A14,angle,down,67.92303440,1.81456517,11.27215152,24.24527335
A14,angle,down,67.91630993,1.81532587,11.25550049,24.23619193
A14,angle,down,67.92287672,1.81502813,11.24026938,24.22510713
A14,angle,down,67.92066986,1.81548114,11.22556987,24.22029964
A14,angle,down,67.92151625,1.81495304,11.21021995,24.22027830
A14,angle,down,67.92990226,1.81421521,11.19501149,24.21060624
A14,angle,down,67.92785546,1.81485781,11.17877318,24.19328480
A14,angle,down,67.92284052,1.81500687,11.16404349,24.16402331
A14,angle,down,67.92188720,1.81425918,11.14811683,24.12449310
A14,angle,down,67.92254874,1.81591559,11.13261655,24.09413325
A14,angle,down,67.91799741,1.81567354,11.11732200,24.06668028
A14,angle,down,67.92217691,1.81485725,11.10259023,24.04442335
A14,angle,down,67.92134848,1.81502594,11.08756307,24.02900462
A14,angle,down,67.92474164,1.81566599,11.07110258,24.01649462
A14,angle,down,67.92173260,1.81511343,11.05555972,24.00922044
A14,angle,down,67.91616834,1.81542320,11.04050949,24.00779592
A14,angle,down,67.91594730,1.81489133,11.02533613,24.00528552
A14,angle,down,67.92380997,1.81636545,11.01051927,23.99476948
A14,angle,down,67.92240780,1.81459907,10.99447576,23.97474182
A14,angle,down,67.92253225,1.81506014,10.97965583,23.94463070
A14,angle,down,67.92151997,1.81470909,10.96405662,23.90744635
A14,angle,down,67.91424210,1.81534331,10.94851984,23.87498894
A14,angle,down,67.92673063,1.81546405,10.93327572,23.85212875
A14,angle,down,67.92127528,1.81481654,10.91761062,23.83322177
A14,angle,down,67.92226623,1.81634294,10.90252920,23.81978530
A14,angle,down,67.92121977,1.81537378,10.88732448,23.80973916
A14,angle,down,67.92109610,1.81524906,10.87117137,23.80520901
A14,angle,down,67.91428471,1.81632050,10.85644539,23.80592705
A14,angle,down,67.92217721,1.81502296,10.84025546,23.80169285
A14,angle,down,67.91832966,1.81457633,10.82507008,23.78534477
A14,angle,down,67.91946620,1.81551373,10.81055254,23.75917895
A14,angle,down,67.92270520,1.81563485,10.79466998,23.72306443
A14,angle,down,67.92314325,1.81557639,10.77861137,23.68988114
A14,angle,down,67.91387931,1.81466247,10.76355472,23.66427369
A14,angle,down,67.92013988,1.81547949,10.74788693,23.64678229
A14,angle,down,67.91913703,1.81465731,10.73279300,23.63126171
A14,angle,down,67.92105497,1.81432853,10.71784339,23.62196239
A14,angle,down,67.91533153,1.81557878,10.70259925,23.61695247
A14,angle,down,67.92055349,1.81425490,10.68677875,23.61810310
A14,angle,down,67.91940552,1.81555722,10.67093334,23.61541569
A14,angle,down,67.92099382,1.81453860,10.65624595,23.59914656
A14,angle,down,67.91962866,1.81428255,10.64015850,23.57171040
A14,angle,down,67.91987536,1.81500320,10.62538187,23.53470326
A14,angle,down,67.92018305,1.81587816,10.60996127,23.50358166
A14,angle,down,67.91638138,1.81540856,10.59456373,23.48071418
A14,angle,down,67.91772050,1.81508561,10.57872633,23.46202389
A14,angle,down,67.92366492,1.81492343,10.56396465,23.44667363
A14,angle,down,67.91906271,1.81543134,10.54815537,23.44063497
A14,angle,down,67.92520250,1.81483426,10.53317738,23.44032611
A14,angle,down,67.92278944,1.81587261,10.51729024,23.43880916
A14,angle,down,67.91956638,1.81480642,10.50227919,23.43314388
A14,angle,down,67.92095715,1.81561304,10.48657224,23.41291014
A14,angle,down,67.91922151,1.81460188,10.47146534,23.38358273
A14,angle,down,67.91388837,1.81615176,10.45629103,23.34882885
A14,angle,down,67.91967740,1.81552894,10.44068981,23.32149958
A14,angle,down,67.92500066,1.81542735,10.42555437,23.30061874
A14,angle,down,67.92257106,1.81532026,10.40967411,23.28646029
A14,angle,down,67.91789078,1.81577761,10.39584919,23.27559883
A14,angle,down,67.92081965,1.81527581,10.37922652,23.27303940
A14,angle,down,67.91942874,1.81466057,10.36342756,23.27442184
A14,angle,down,67.92060863,1.81531872,10.34870853,23.26974589
A14,angle,down,67.91813211,1.81487035,10.33269519,23.25763310
A14,angle,down,67.92134514,1.81469673,10.31761378,23.22806776
A14,angle,down,67.92273288,1.81506661,10.30215373,23.19189327
A14,angle,down,67.92167061,1.81497947,10.28694197,23.16588313
A14,angle,down,67.92183941,1.81503295,10.27131867,23.14350371
A14,angle,down,67.91867046,1.81559187,10.25531880,23.12569140
A14,angle,down,67.91924029,1.81468999,10.24044139,23.11606632
A14,angle,down,67.91800788,1.81580889,10.22493608,23.11308976
A14,angle,down,67.91986737,1.81472165,10.21015676,23.11500877
A14,angle,down,67.92113971,1.81558594,10.19421736,23.11462503
A14,angle,down,67.92616801,1.81436539,10.17838615,23.09919500
A14,angle,down,67.92336892,1.81503102,10.16286177,23.07394651
A14,angle,down,67.92158412,1.81510579,10.14770623,23.03927818
A14,angle,down,67.91865377,1.81516797,10.13201959,23.00957444
A14,angle,down,67.92400735,1.81548294,10.11671322,22.99008542
A14,angle,down,67.92097345,1.81517481,10.10262399,22.97601719
A14,angle,down,67.92249059,1.81503388,10.08705389,22.96569299
A14,angle,down,67.91728950,1.81487738,10.07049953,22.96503784
A14,angle,down,67.91929499,1.81654910,10.05615378,22.96632924
A14,angle,down,67.92527592,1.81433504,10.03994857,22.96296088
A14,angle,down,67.91840670,1.81537792,10.02487717,22.94409020
A14,angle,down,67.91893684,1.81533159,10.00969354,22.91258550
A14,angle,down,67.92044061,1.81523329,9.99445569,22.88420702
A14,angle,down,67.92540277,1.81582785,9.97839814,22.85699597
A14,angle,down,67.92150116,1.81472124,9.96321435,22.83763581
A14,angle,down,67.91480385,1.81648768,9.94850762,22.82760463
A14,angle,down,67.92229229,1.81504621,9.93275094,22.82436916
A14,angle,down,67.92231153,1.81514828,9.91799219,22.77136172
A14,angle,down,67.92044561,1.81471884,9.90115149,22.82486170
A14,angle,down,67.91801406,1.81610633,9.88676331,22.81365310
A14,angle,down,67.91952359,1.81594976,9.87091267,22.78945867
A14,angle,down,67.91779491,1.81551342,9.85504171,22.75725867
A14,angle,down,67.91948424,1.81446312,9.83997630,22.72671744
A14,angle,down,67.91961291,1.81557131,9.82442300,22.70768212
A14,angle,down,67.92407742,1.81493746,9.81056322,22.69440805
A14,angle,down,67.91751755,1.81608747,9.79360678,22.68838293
A14,angle,down,67.92154254,1.81529785,9.77965488,22.69096063
A14,angle,down,67.92104389,1.81461916,9.76247753,22.69292875
A14,angle,down,67.91949363,1.81449879,9.74773890,22.68275862
A14,angle,down,67.91814210,1.81508807,9.73285348,22.66237247
A14,angle,down,67.91932122,1.81503663,9.71673654,22.62892127
A14,angle,down,67.92400131,1.81555739,9.70176923,22.59833875
A14,angle,down,67.92074788,1.81444173,9.68580876,22.58034864
A14,angle,down,67.91975750,1.81582734,9.67095996,22.56709603
A14,angle,down,67.92360996,1.81475044,9.65489029,22.56051193
A14,angle,down,67.92106725,1.81523408,9.64071831,22.56454187
A14,angle,down,67.92259341,1.81501516,9.62532553,22.56319287
A14,angle,down,67.92284165,1.81542612,9.61020805,22.55909596
A14,angle,down,67.92053330,1.81521261,9.59504646,22.53242940
A14,angle,down,67.92130506,1.81509668,9.57842180,22.50173801
A14,angle,down,67.91650064,1.81558043,9.56428309,22.47222861
A14,angle,down,67.91743160,1.81493550,9.54787347,22.45471375
A14,angle,down,67.92388221,1.81454748,9.53280714,22.44228782
A14,angle,down,67.92126938,1.81492351,9.51664183,22.44117622
A14,angle,down,67.92014494,1.81550568,9.50159053,22.44344690
A14,angle,down,67.92050451,1.81623576,9.48605849,22.44245219
A14,angle,down,67.92157586,1.81526212,9.47114829,22.43178679
A14,angle,down,67.92281919,1.81562141,9.45550123,22.40284793
A14,angle,down,67.92366501,1.81525950,9.43935178,22.37339939
A14,angle,down,67.92064913,1.81560517,9.42412176,22.34812235
A14,angle,down,67.91903367,1.81482928,9.40942828,22.33483803
A14,angle,down,67.92682859,1.81417975,9.39402427,22.32530225
A14,angle,down,67.91886840,1.81487332,9.37864229,22.32640887
A14,angle,down,67.91998870,1.81521337,9.36340171,22.33114578
A14,angle,down,67.92424985,1.81596616,9.34754572,22.32328421
A14,angle,down,67.91842455,1.81584359,9.33235431,22.30149674
A14,angle,down,67.91989059,1.81579046,9.31687707,22.27142796
A14,angle,down,67.92648573,1.81473697,9.30119888,22.24474393
A14,angle,down,67.92109144,1.81530253,9.28593285,22.22882684
A14,angle,down,67.91864271,1.81556986,9.27035397,22.21963673
A14,angle,down,67.91927767,1.81595972,9.25517194,22.21608914
A14,angle,down,67.92341721,1.81545573,9.23911683,22.21982223
A14,angle,down,67.92411215,1.81415966,9.22479384,22.22001287
A14,angle,down,67.91950760,1.81510938,9.20934432,22.20136017
A14,angle,down,67.91613450,1.81502458,9.19392110,22.17084054
A14,angle,down,67.92486120,1.81637332,9.17864371,22.14160315
A14,angle,down,67.92017768,1.81545134,9.16329681,22.12618028
A14,angle,down,67.91753402,1.81567153,9.14804057,22.11700201
A14,angle,down,67.92489988,1.81473459,9.13285518,22.11259627
A14,angle,down,67.92045971,1.81551805,9.11622568,22.11986111
A14,angle,down,67.91843961,1.81546663,9.10199448,22.11639975
A14,angle,down,67.91745283,1.81512111,9.08607425,22.09828293
A14,angle,down,67.91989919,1.81388108,9.07016771,22.06688080
A14,angle,down,67.91676983,1.81460956,9.05480542,22.04140312
A14,angle,down,67.91864972,1.81614383,9.03998974,22.02294900
A14,angle,down,67.91975378,1.81522194,9.02445654,22.01489410
A14,angle,down,67.91823914,1.81556508,9.00890981,22.01630501
A14,angle,down,67.91583608,1.81567861,8.99339285,22.02174962
A14,angle,down,67.91662322,1.81522009,8.97796442,22.01461629
A14,angle,down,67.92473850,1.81587761,8.96277411,21.99369609
A14,angle,down,67.92139855,1.81417554,8.94786770,21.96252462
A14,angle,down,67.91297652,1.81529029,8.93182564,21.93799320
A14,angle,down,67.92166963,1.81534699,8.91661374,21.92639286
A14,angle,down,67.92386749,1.81598480,8.90127085,21.91988443
A14,angle,down,67.92180404,1.81531947,8.88601992,21.92309534
A14,angle,down,67.91999879,1.81580825,8.87098003,21.92640154
A14,angle,down,67.91738833,1.81487965,8.85504114,21.91678963
A14,angle,down,67.91622651,1.81633076,8.83940717,21.88604350
A14,angle,down,67.92009165,1.81527107,8.82403019,21.85591077
A14,angle,down,67.91946747,1.81616314,8.80912991,21.83888207
A14,angle,down,67.92464362,1.81614148,8.79408667,21.83450732
A14,angle,down,67.92446257,1.81464113,8.77771315,21.83295067
A14,angle,down,67.92403248,1.81575942,8.76248242,21.83878437
A14,angle,down,67.92285116,1.81533744,8.74833189,21.83218477
A14,angle,down,67.92058223,1.81630610,8.73290204,21.80916566
A14,angle,down,67.92517061,1.81569483,8.71590675,21.77969968
A14,angle,down,67.91540073,1.81586324,8.70097541,21.75876844
A14,angle,down,67.91476601,1.81487438,8.68446472,21.74720976
A14,angle,down,67.91089289,1.81523553,8.67037727,21.74472919
A14,angle,down,67.92237894,1.81536628,8.65496081,21.74994092
A14,angle,down,67.92051066,1.81553966,8.63962640,21.75060233
A14,angle,down,67.92693899,1.81488785,8.62474578,21.73093148
A14,angle,down,67.91645522,1.81562973,8.60876385,21.69838418
A14,angle,down,67.91803218,1.81558686,8.59338674,21.67660503
A14,angle,down,67.91537847,1.81482615,8.57805716,21.66481096
A14,angle,down,67.91760417,1.81600753,8.56340600,21.66265573
A14,angle,down,67.91758221,1.81537461,8.54687599,21.66931185
A14,angle,down,67.91891620,1.81514175,8.53142634,21.66939411
A14,angle,down,67.92052482,1.81509775,8.51645931,21.64923833
A14,angle,down,67.92408394,1.81419985,8.50212306,21.61785095
A14,angle,down,67.92190124,1.81484829,8.48604644,21.59584599
A14,angle,down,67.91593737,1.81437425,8.47043095,21.58870143
A14,angle,down,67.91651878,1.81478326,8.45532622,21.58563668
A14,angle,down,67.92104232,1.81565943,8.43976620,21.59224938
A14,angle,down,67.92007902,1.81544920,8.42452434,21.59006533
A14,angle,down,67.92542097,1.81518129,8.40876516,21.56667150
A14,angle,down,67.91834600,1.81478670,8.39283937,21.53635989
A14,angle,down,67.92111794,1.81512521,8.37726103,21.51851480
A14,angle,down,67.91647759,1.81537184,8.36247020,21.51457823
A14,angle,down,67.92058063,1.81513109,8.34783609,21.51298684
A14,angle,down,67.92061072,1.81566430,8.33214918,21.51901404
A14,angle,down,67.92347828,1.81502253,8.31735727,21.51012265
A14,angle,down,67.91807882,1.81426867,8.30138422,21.48208581
A14,angle,down,67.91971063,1.81511313,8.28525527,21.45478122
A14,angle,down,67.91899954,1.81582085,8.27086904,21.44231721
A14,angle,down,67.92018861,1.81531730,8.25521355,21.43767583
A14,angle,down,67.92392978,1.81506868,8.23955626,21.44553035
A14,angle,down,67.91982650,1.81624693,8.22358530,21.44605488
A14,angle,down,67.91684553,1.81501954,8.20919365,21.42431497
A14,angle,down,67.92036651,1.81474599,8.19321880,21.39410420
A14,angle,down,67.92197175,1.81534420,8.17755725,21.37894115
A14,angle,down,67.92176028,1.81348696,8.16139361,21.36956859
A14,angle,down,67.92095649,1.81464656,8.14767514,21.37334287
A14,angle,down,67.92372875,1.81467827,8.13144548,21.37911665
A14,angle,down,67.92546189,1.81451434,8.11709073,21.36689807
A14,angle,down,67.92262365,1.81531529,8.10115839,21.33768732
A14,angle,down,67.92383406,1.81491822,8.08541080,21.31598235
A14,angle,down,67.91870055,1.81450528,8.07009226,21.30714828
A14,angle,down,67.91894804,1.81520006,8.05505997,21.30638631
A14,angle,down,67.91977940,1.81491402,8.03856370,21.31524225
A14,angle,down,67.92216331,1.81567695,8.02342407,21.30626624
A14,angle,down,67.92377970,1.81550475,8.00902261,21.28073967
A14,angle,down,67.91949969,1.81590432,7.99317921,21.25605835
A14,angle,down,67.91961054,1.81470561,7.97786643,21.24386357
A14,angle,down,67.91583828,1.81565927,7.96226414,21.24331534
A14,angle,down,67.91965201,1.81558660,7.94617580,21.25059874
A14,angle,down,67.92420108,1.81508447,7.93253235,21.24395810
A14,angle,down,67.92248194,1.81444094,7.91662376,21.21885725
A14,angle,down,67.91729418,1.81501462,7.90083254,21.19213419
A14,angle,down,67.91830020,1.81580436,7.88558193,21.18384219
A14,angle,down,67.92585396,1.81467311,7.87098556,21.18371323
A14,angle,down,67.91901888,1.81561311,7.85448359,21.19217759
A14,angle,down,67.92112721,1.81524851,7.83947797,21.18333074
A14,angle,down,67.92557777,1.81606014,7.82356377,21.15510963
A14,angle,down,67.91985218,1.81573163,7.80900564,21.13352650
A14,angle,down,67.92435840,1.81531697,7.79345173,21.12309214
A14,angle,down,67.91520762,1.81534787,7.77717346,21.12881651
A14,angle,down,67.92419446,1.81598430,7.76215806,21.13207267
A14,angle,down,67.92026434,1.81474094,7.74627982,21.11971393
A14,angle,down,67.91514021,1.81471869,7.73186060,21.09253907
A14,angle,down,67.92228335,1.81533614,7.71598583,21.07379136
A14,angle,down,67.91885254,1.81485206,7.70106806,21.06683322
A14,angle,down,67.91857503,1.81417947,7.68529592,21.07296726
A14,angle,down,67.91376120,1.81520328,7.66932037,21.07575846
A14,angle,down,67.92066557,1.81511532,7.65536226,21.05391952
A14,angle,down,67.91593909,1.81540940,7.63990415,
A14,angle,down,67.92153746,1.81538004,7.62415989,21.01808028
A14,angle,down,67.92085930,1.81508424,7.60861980,21.01628472
A14,angle,down,67.91671518,1.81550894,7.59294348,21.02355082
A14,angle,down,67.91654211,1.81474512,7.57747549,21.01688398
A14,angle,down,67.92222335,1.81502870,7.56308049,20.98769187
A14,angle,down,67.91418357,1.81463125,7.54740079,20.97002375
A14,angle,down,67.91551560,1.81554915,7.53192609,20.96338874
A14,angle,down,67.92419512,1.81547277,7.51672234,20.96894727
A14,angle,down,67.92241801,1.81543539,7.50086322,20.97106474
A14,angle,down,67.91936252,1.81571952,7.48589883,20.94728077
A14,angle,down,67.91832769,1.81515748,7.46936234,20.92566775
A14,angle,down,67.91733615,1.81499010,7.45413404,20.91511503
A14,angle,down,67.91525824,1.81568324,7.43878420,20.91828661
A14,angle,down,67.92175498,1.81531227,7.42389160,20.92510787
A14,angle,down,67.91652469,1.81579623,7.40830784,20.90583050
A14,angle,down,67.92055597,1.81517633,7.39274277,20.88159597
A14,angle,down,67.92242385,1.81524877,7.37715848,20.86900749
A14,angle,down,67.92477637,1.81522404,7.36165909,20.86730078
A14,angle,down,67.91750877,1.81545394,7.34619785,20.87409785
A14,angle,down,67.92087236,1.81630914,7.33183016,20.86440232
A14,angle,down,67.92149589,1.81544789,7.31596589,20.83848409
A14,angle,down,67.91789407,1.81491356,7.30069148,20.82239822
A14,angle,down,67.92178479,1.81538561,7.28529117,20.82215002
A14,angle,down,67.92313285,1.81556433,7.26984744,20.83081070
A14,angle,down,67.91820499,1.81437833,7.25445541,20.81969623
